customer_id,store_id,product_name,sales_date,sales_person_id,price,quantity,total_cost,additional_column,first_name,last_name,address,pincode,phone_number,customer_joining_date,expiry_date,store_address,store_manager_name,id,manager_id,is_manager,joining_date,sales_person_first_name,sales_person_last_name,sales_person_address,sales_person_pincode
3346,100,Vegetable Oil,2021-09-08,20,460,7,3220,Red six trouble.,Indali,Naidu,"54/055, Apte Street, Bokaro-874973",874973,0,2020-08-26,2024-10-02,"30, Saraf Circle, Jamnagar 351217",Arjun Pathak,20,12.0,N,2015-08-09,Lakshmi,Kaul,"32, Pandey Nagar, Suryapet 893738",156544
3346,100,Vegetable Oil,2021-09-08,20,460,7,3220,Red six trouble.,Indali,Naidu,"54/055, Apte Street, Bokaro-874973",874973,0,2020-08-26,2025-07-22,"30, Saraf Circle, Jamnagar 351217",Arjun Pathak,20,12.0,N,2015-08-09,Lakshmi,Kaul,"32, Pandey Nagar, Suryapet 893738",156544
4986,63,Vegetable Oil,2021-12-08,8,460,11,5060,Too describe.,Balveer,Choudhury,"31/30, Devan Nagar, Anand 799736",799736,0,2021-04-20,2025-05-01,"44/11, Kota Circle, Bhiwani-353348",Yoshita Ghosh,8,,Y,2023-06-04,Bachittar,Shah,"H.No. 070, Khosla Zila, Katni-091611",426053
4986,63,Vegetable Oil,2021-12-08,8,460,11,5060,Too describe.,Balveer,Choudhury,"31/30, Devan Nagar, Anand 799736",799736,0,2021-04-20,2024-10-02,"44/11, Kota Circle, Bhiwani-353348",Yoshita Ghosh,8,,Y,2023-06-04,Bachittar,Shah,"H.No. 070, Khosla Zila, Katni-091611",426053
4986,63,Vegetable Oil,2021-12-08,8,460,11,5060,Too describe.,Balveer,Choudhury,"31/30, Devan Nagar, Anand 799736",799736,0,2021-04-20,2025-07-22,"44/11, Kota Circle, Bhiwani-353348",Yoshita Ghosh,8,,Y,2023-06-04,Bachittar,Shah,"H.No. 070, Khosla Zila, Katni-091611",426053
6642,22,Eggs,2020-07-17,4,462,10,4620,Black reality road.,Kalpit,Divan,"15, Zacharia Nagar, Buxar-919980",919980,0,2022-05-14,2025-04-20,"98/834, Bora Ganj, Dharmavaram-898570",Anamika Karnik,4,1.0,N,2021-01-05,Vritti,Golla,"60, Varghese Circle, Jaipur 509930",297838
1637,63,Vegetable Oil,2023-03-13,13,460,2,920,Admit world ago.,Anita,Barman,"H.No. 88, Upadhyay Chowk, Orai 493235",493235,29562838,2020-05-18,2025-05-01,"44/11, Kota Circle, Bhiwani-353348",Yoshita Ghosh,13,7.0,N,2022-02-03,Kabir,Nazareth,"76/61, Sur Circle, Ratlam 397055",644345
1637,63,Vegetable Oil,2023-03-13,13,460,2,920,Admit world ago.,Anita,Barman,"H.No. 88, Upadhyay Chowk, Orai 493235",493235,29562838,2020-05-18,2024-10-02,"44/11, Kota Circle, Bhiwani-353348",Yoshita Ghosh,13,7.0,N,2022-02-03,Kabir,Nazareth,"76/61, Sur Circle, Ratlam 397055",644345
1637,63,Vegetable Oil,2023-03-13,13,460,2,920,Admit world ago.,Anita,Barman,"H.No. 88, Upadhyay Chowk, Orai 493235",493235,29562838,2020-05-18,2025-07-22,"44/11, Kota Circle, Bhiwani-353348",Yoshita Ghosh,13,7.0,N,2022-02-03,Kabir,Nazareth,"76/61, Sur Circle, Ratlam 397055",644345
7841,16,Vegetable Oil,2020-07-06,17,460,1,460,Beautiful be cost.,Jagdish,Shan,"76/97, Samra Road, Motihari-476980",476980,0,2022-07-29,2025-05-01,"080, Prashad Ganj, Tinsukia 355765",Chameli Nagi,17,20.0,N,2018-03-27,Netra,Oommen,"H.No. 57, Shah Nagar, Ghaziabad-741319",872645
7841,16,Vegetable Oil,2020-07-06,17,460,1,460,Beautiful be cost.,Jagdish,Shan,"76/97, Samra Road, Motihari-476980",476980,0,2022-07-29,2024-10-02,"080, Prashad Ganj, Tinsukia 355765",Chameli Nagi,17,20.0,N,2018-03-27,Netra,Oommen,"H.No. 57, Shah Nagar, Ghaziabad-741319",872645
7841,16,Vegetable Oil,2020-07-06,17,460,1,460,Beautiful be cost.,Jagdish,Shan,"76/97, Samra Road, Motihari-476980",476980,0,2022-07-29,2025-07-22,"080, Prashad Ganj, Tinsukia 355765",Chameli Nagi,17,20.0,N,2018-03-27,Netra,Oommen,"H.No. 57, Shah Nagar, Ghaziabad-741319",872645
1637,1,Soap,2022-04-19,8,220,17,3740,Stop together.,Anita,Barman,"H.No. 88, Upadhyay Chowk, Orai 493235",493235,29562838,2020-05-18,2025-03-31,"H.No. 78, Gara Chowk, Munger-731286",Chandani Kohli,8,,Y,2023-06-04,Bachittar,Shah,"H.No. 070, Khosla Zila, Katni-091611",426053
6317,63,Soft Drinks,2020-07-13,19,11,5,55,In study wear.,Riya,Bassi,"23/159, Parmar Zila, Sri Ganganagar-469379",469379,0,2021-05-17,2025-08-09,"44/11, Kota Circle, Bhiwani-353348",Yoshita Ghosh,19,8.0,N,2021-07-09,Nitara,Kuruvilla,"96, Padmanabhan Zila, Satna 121425",729506
6642,4,Rice,2021-06-02,9,326,14,4564,Because however.,Kalpit,Divan,"15, Zacharia Nagar, Buxar-919980",919980,0,2022-05-14,2025-08-02,"85/880, Kapadia Path, Gulbarga 143164",Jatin Vasa,9,,Y,2021-09-04,Jairaj,Zachariah,"H.No. 34, Oommen Marg, Bhavnagar 899790",304699
6642,4,Rice,2021-06-02,9,326,14,4564,Because however.,Kalpit,Divan,"15, Zacharia Nagar, Buxar-919980",919980,0,2022-05-14,2025-07-25,"85/880, Kapadia Path, Gulbarga 143164",Jatin Vasa,9,,Y,2021-09-04,Jairaj,Zachariah,"H.No. 34, Oommen Marg, Bhavnagar 899790",304699
9456,72,Vegetable Oil,2020-09-30,19,460,17,7820,Evidence training.,Zarna,Ratti,"13, Balan Street, Medininagar-357773",357773,0,2020-11-20,2025-05-01,"16, Subramanian, Dindigul-302513",Shravya Dua,19,8.0,N,2021-07-09,Nitara,Kuruvilla,"96, Padmanabhan Zila, Satna 121425",729506
9456,72,Vegetable Oil,2020-09-30,19,460,17,7820,Evidence training.,Zarna,Ratti,"13, Balan Street, Medininagar-357773",357773,0,2020-11-20,2024-10-02,"16, Subramanian, Dindigul-302513",Shravya Dua,19,8.0,N,2021-07-09,Nitara,Kuruvilla,"96, Padmanabhan Zila, Satna 121425",729506
9456,72,Vegetable Oil,2020-09-30,19,460,17,7820,Evidence training.,Zarna,Ratti,"13, Balan Street, Medininagar-357773",357773,0,2020-11-20,2025-07-22,"16, Subramanian, Dindigul-302513",Shravya Dua,19,8.0,N,2021-07-09,Nitara,Kuruvilla,"96, Padmanabhan Zila, Satna 121425",729506
7350,22,Butter,2022-02-18,1,281,6,1686,Southern cold.,Gautam,Palla,"H.No. 31, Kashyap, Bally 172013",172013,0,2021-12-04,2025-05-13,"98/834, Bora Ganj, Dharmavaram-898570",Anamika Karnik,1,17.0,N,2021-01-04,Omisha,Wadhwa,"593, Konda, Korba 897360",733358
7350,22,Coffee,2023-08-17,9,61,6,366,Cost station.,Gautam,Palla,"H.No. 31, Kashyap, Bally 172013",172013,0,2021-12-04,2024-11-26,"98/834, Bora Ganj, Dharmavaram-898570",Anamika Karnik,9,,Y,2021-09-04,Jairaj,Zachariah,"H.No. 34, Oommen Marg, Bhavnagar 899790",304699
5253,72,Salt,2021-10-01,5,224,19,4256,Suggest maybe look.,Jagdish,Sodhi,"H.No. 57, Sarma Chowk, Jorhat-960770",960770,0,2020-04-20,2025-03-08,"16, Subramanian, Dindigul-302513",Shravya Dua,5,19.0,N,2017-12-12,Ekbal,Dutt,"83/37, Mody, Belgaum-992615",651738
5253,72,Salt,2021-10-01,5,224,19,4256,Suggest maybe look.,Jagdish,Sodhi,"H.No. 57, Sarma Chowk, Jorhat-960770",960770,0,2020-04-20,2025-08-03,"16, Subramanian, Dindigul-302513",Shravya Dua,5,19.0,N,2017-12-12,Ekbal,Dutt,"83/37, Mody, Belgaum-992615",651738
8341,1,Vegetable Oil,2023-07-01,2,460,2,920,Speak star bit.,Jatin,Dhar,"28/678, Luthra Chowk, Haridwar-138699",138699,0,2020-01-01,2025-05-01,"H.No. 78, Gara Chowk, Munger-731286",Chandani Kohli,2,9.0,N,2017-11-06,Gayathri,Choudhary,"85/31, Raman Circle, Bhimavaram 176749",821832
8341,1,Vegetable Oil,2023-07-01,2,460,2,920,Speak star bit.,Jatin,Dhar,"28/678, Luthra Chowk, Haridwar-138699",138699,0,2020-01-01,2024-10-02,"H.No. 78, Gara Chowk, Munger-731286",Chandani Kohli,2,9.0,N,2017-11-06,Gayathri,Choudhary,"85/31, Raman Circle, Bhimavaram 176749",821832
8341,1,Vegetable Oil,2023-07-01,2,460,2,920,Speak star bit.,Jatin,Dhar,"28/678, Luthra Chowk, Haridwar-138699",138699,0,2020-01-01,2025-07-22,"H.No. 78, Gara Chowk, Munger-731286",Chandani Kohli,2,9.0,N,2017-11-06,Gayathri,Choudhary,"85/31, Raman Circle, Bhimavaram 176749",821832
3346,43,Rice,2021-05-23,11,326,10,3260,Happy inside stay.,Indali,Naidu,"54/055, Apte Street, Bokaro-874973",874973,0,2020-08-26,2025-08-02,"35/482, Bhargava Chowk, Bathinda-177656",Vedhika Rama,11,,Y,2017-06-24,Dalbir,Khatri,"H.No. 14, Banik Chowk, Thoothukudi 325185",480023
3346,43,Rice,2021-05-23,11,326,10,3260,Happy inside stay.,Indali,Naidu,"54/055, Apte Street, Bokaro-874973",874973,0,2020-08-26,2025-07-25,"35/482, Bhargava Chowk, Bathinda-177656",Vedhika Rama,11,,Y,2017-06-24,Dalbir,Khatri,"H.No. 14, Banik Chowk, Thoothukudi 325185",480023
1489,63,Shampoo,2020-02-16,15,413,19,7847,Machine skill.,Faris,Nigam,"404, Biswas Road, Bareilly-682816",682816,0,2021-01-01,2025-08-20,"44/11, Kota Circle, Bhiwani-353348",Yoshita Ghosh,15,11.0,N,2022-08-06,Darpan,Bhalla,"94, Goda Ganj, Tirupati-857504",499350
7763,93,Soft Drinks,2021-01-03,20,11,5,55,Then pretty high.,Dominic,Radhakrishnan,"834, Rajagopal Road, Amaravati 801199",801199,0,2022-02-28,2025-08-09,"879, Iyer Street, Jammu 369560",Ayaan Baral,20,12.0,N,2015-08-09,Lakshmi,Kaul,"32, Pandey Nagar, Suryapet 893738",156544
7763,63,Sugar,2020-12-16,8,146,5,730,Fund check teacher.,Dominic,Radhakrishnan,"834, Rajagopal Road, Amaravati 801199",801199,0,2022-02-28,2024-11-03,"44/11, Kota Circle, Bhiwani-353348",Yoshita Ghosh,8,,Y,2023-06-04,Bachittar,Shah,"H.No. 070, Khosla Zila, Katni-091611",426053
7763,63,Sugar,2020-12-16,8,146,5,730,Fund check teacher.,Dominic,Radhakrishnan,"834, Rajagopal Road, Amaravati 801199",801199,0,2022-02-28,2025-05-06,"44/11, Kota Circle, Bhiwani-353348",Yoshita Ghosh,8,,Y,2023-06-04,Bachittar,Shah,"H.No. 070, Khosla Zila, Katni-091611",426053
8341,63,Sugar,2020-06-06,6,146,10,1460,Kitchen subject.,Jatin,Dhar,"28/678, Luthra Chowk, Haridwar-138699",138699,0,2020-01-01,2024-11-03,"44/11, Kota Circle, Bhiwani-353348",Yoshita Ghosh,6,11.0,N,2015-08-04,Guneet,Keer,"79/02, Lall Ganj, Junagadh-836106",19492
8341,63,Sugar,2020-06-06,6,146,10,1460,Kitchen subject.,Jatin,Dhar,"28/678, Luthra Chowk, Haridwar-138699",138699,0,2020-01-01,2025-05-06,"44/11, Kota Circle, Bhiwani-353348",Yoshita Ghosh,6,11.0,N,2015-08-04,Guneet,Keer,"79/02, Lall Ganj, Junagadh-836106",19492
5253,16,Vegetable Oil,2023-04-10,10,460,10,4600,Parent leg.,Jagdish,Sodhi,"H.No. 57, Sarma Chowk, Jorhat-960770",960770,0,2020-04-20,2025-05-01,"080, Prashad Ganj, Tinsukia 355765",Chameli Nagi,10,11.0,N,2018-07-30,Anita,Gokhale,"00/70, Dash Path, Khandwa-727746",608274
5253,16,Vegetable Oil,2023-04-10,10,460,10,4600,Parent leg.,Jagdish,Sodhi,"H.No. 57, Sarma Chowk, Jorhat-960770",960770,0,2020-04-20,2024-10-02,"080, Prashad Ganj, Tinsukia 355765",Chameli Nagi,10,11.0,N,2018-07-30,Anita,Gokhale,"00/70, Dash Path, Khandwa-727746",608274
5253,16,Vegetable Oil,2023-04-10,10,460,10,4600,Parent leg.,Jagdish,Sodhi,"H.No. 57, Sarma Chowk, Jorhat-960770",960770,0,2020-04-20,2025-07-22,"080, Prashad Ganj, Tinsukia 355765",Chameli Nagi,10,11.0,N,2018-07-30,Anita,Gokhale,"00/70, Dash Path, Khandwa-727746",608274
7350,93,Vegetable Oil,2023-05-07,3,460,18,8280,Against very foot.,Gautam,Palla,"H.No. 31, Kashyap, Bally 172013",172013,0,2021-12-04,2025-05-01,"879, Iyer Street, Jammu 369560",Ayaan Baral,3,13.0,N,2022-02-03,Varenya,Naik,"913, Mall Road, Thoothukudi 295616",564833
7350,93,Vegetable Oil,2023-05-07,3,460,18,8280,Against very foot.,Gautam,Palla,"H.No. 31, Kashyap, Bally 172013",172013,0,2021-12-04,2024-10-02,"879, Iyer Street, Jammu 369560",Ayaan Baral,3,13.0,N,2022-02-03,Varenya,Naik,"913, Mall Road, Thoothukudi 295616",564833
7350,93,Vegetable Oil,2023-05-07,3,460,18,8280,Against very foot.,Gautam,Palla,"H.No. 31, Kashyap, Bally 172013",172013,0,2021-12-04,2025-07-22,"879, Iyer Street, Jammu 369560",Ayaan Baral,3,13.0,N,2022-02-03,Varenya,Naik,"913, Mall Road, Thoothukudi 295616",564833
8164,43,Shampoo,2021-12-13,15,413,11,4543,Within about line.,Aachal,Rau,"H.No. 52, Nanda Circle, Ahmednagar 518831",518831,0,2022-04-21,2025-08-20,"35/482, Bhargava Chowk, Bathinda-177656",Vedhika Rama,15,11.0,N,2022-08-06,Darpan,Bhalla,"94, Goda Ganj, Tirupati-857504",499350
2482,63,Wheat Flour,2022-10-18,5,422,11,4642,Production.,Rushil,Datta,"H.No. 84, Gera, Bhilwara 569429",569429,0,2021-09-03,2024-10-09,"44/11, Kota Circle, Bhiwani-353348",Yoshita Ghosh,5,19.0,N,2017-12-12,Ekbal,Dutt,"83/37, Mody, Belgaum-992615",651738
2482,63,Coffee,2020-10-10,8,61,1,61,Growth actually leg.,Rushil,Datta,"H.No. 84, Gera, Bhilwara 569429",569429,0,2021-09-03,2024-11-26,"44/11, Kota Circle, Bhiwani-353348",Yoshita Ghosh,8,,Y,2023-06-04,Bachittar,Shah,"H.No. 070, Khosla Zila, Katni-091611",426053
